tabla_origen,datos_raw,motivo_rechazo,fecha_deteccion
Ventas,VentaID=2487 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2491 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2495 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2499 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2503 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2507 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2511 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2515 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2519 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2523 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2527 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2531 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2535 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2539 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2543 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2547 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2551 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2555 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2559 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2563 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2567 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2571 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2575 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2579 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2583 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2587 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2591 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2595 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2599 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2603 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2607 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2611 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2615 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2619 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2623 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2627 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2631 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2635 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2639 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2643 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2647 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2651 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2655 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2659 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2663 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2667 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2671 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2675 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2679 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2683 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2687 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2691 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2695 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2699 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2703 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2707 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2711 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2715 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2719 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2723 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2727 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2731 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2735 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2739 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2743 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2747 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2751 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2755 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2759 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2763 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2767 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2771 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2775 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2779 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2783 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2787 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2791 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2795 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2799 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2803 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2807 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2811 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2815 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2819 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2823 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2827 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2831 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2835 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2839 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2843 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2847 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2851 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2855 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2859 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2863 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2867 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2871 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2875 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2879 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2883 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2887 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2891 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2895 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2899 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2903 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2907 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2911 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2915 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2919 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2923 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2927 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2931 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2935 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2939 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2943 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2947 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2951 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2955 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2959 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2963 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2967 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2971 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2975 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2979 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2983 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2987 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2991 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2995 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=2999 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3003 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3007 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3011 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3015 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3019 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3023 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3027 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3031 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3035 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3039 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3043 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3047 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3051 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3055 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3059 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3063 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3067 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3071 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3075 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3079 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3083 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3087 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3091 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3095 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3099 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3103 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3107 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3111 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3115 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3119 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3123 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3127 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3131 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3135 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3139 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3143 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3147 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3151 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3155 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3159 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3163 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3167 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3171 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3175 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3179 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3183 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3187 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3191 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3195 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3199 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3203 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3207 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3211 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3215 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3219 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3223 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3227 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3231 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3235 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3239 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3243 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3247 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3251 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3255 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3259 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3263 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3267 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3271 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3275 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3279 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3283 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3287 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3291 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3295 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3299 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3303 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3307 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3311 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3315 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3319 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3323 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3327 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3331 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3335 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3339 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3343 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3347 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3351 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3355 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3359 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3363 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3367 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3371 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3375 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3379 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3383 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3387 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3391 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3395 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3399 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3403 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3407 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3411 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3415 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3419 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3423 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3427 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3431 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3435 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3439 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3443 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3447 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3451 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3455 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3459 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3463 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3467 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3471 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3475 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3479 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3483 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3487 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3491 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3495 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3499 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3503 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3507 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3511 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3515 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3519 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3523 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3527 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3531 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3535 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3539 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3543 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3547 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3551 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3555 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3559 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3563 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3567 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3571 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
Ventas,VentaID=3575 Fecha='INVALID_DATE',Fecha inválida: INVALID_DATE,2026-08-11
